year;city_code;product_type;product;destinated_area
1/01/17;5e7093a1cd2a8779;temporary;Others;20
1/01/17;617532f74ef8ed73;temporary;Others;20
1/01/17;3cf541a13002d37b;temporary;Others;20
1/01/17;abcadd700f8948e3;temporary;Others;20
1/01/17;841ef18dcb3dbc3e;temporary;Others;20
1/01/17;1096f26c5a236d0b;temporary;Beans;20
1/01/17;351174f21316c2f0;temporary;Beans;20
1/01/17;a51be58f39d1d625;temporary;Corn;20
1/01/17;51db62cb09adc2e8;temporary;Beans;20
1/01/17;3a8618990d23351f;temporary;Beans;20
1/01/17;abcadd700f8948e3;temporary;Rice;20
1/01/17;437130e27b6165ec;temporary;Corn;20
1/01/17;20e241460ce4140d;permanent;Others;20
1/01/17;f39d21744916469c;permanent;Açaí;20
1/01/17;855f882ce507aba5;permanent;Açaí;20
1/01/17;164c8953d3af2bbe;permanent;Açaí;20
1/01/17;a51be58f39d1d625;permanent;Açaí;20
1/01/17;d0f5f5b9fcecb0d8;permanent;Others;21
1/01/17;47564ef7b8c69829;temporary;Beans;22
1/01/17;a18af8fbae254d86;temporary;Others;24
1/01/17;051e9cc7d7636816;temporary;Others;24
1/01/17;5b6072f8f6d37acc;temporary;Others;25
1/01/17;480b0f80325080af;temporary;Others;25
1/01/17;93656feaf53efbef;temporary;Others;25
1/01/17;588162e9cdf5d66d;temporary;Others;25
1/01/17;40abcc3eff7bcf73;temporary;Others;25
1/01/17;86d92d4b0a058014;temporary;Rice;25
1/01/17;5e7093a1cd2a8779;temporary;Rice;25
1/01/17;902f3a9003f7e637;temporary;Rice;25
1/01/17;a51be58f39d1d625;temporary;Beans;25
1/01/17;878bd5338ba55697;temporary;Rice;25
1/01/17;7926ffd2861f8dbc;temporary;Rice;25
1/01/17;8e0eb10270d768f8;permanent;Açaí;25
1/01/17;114487007645c940;temporary;Beans;26
1/01/17;71975b563db10671;permanent;Others;26
1/01/17;77c880feff17c521;permanent;Açaí;26
1/01/17;ae345f007f327b22;permanent;Açaí;27
1/01/17;b4bb04d2a6472ea0;temporary;Beans;28
1/01/17;fae378a53734da72;temporary;Others;29
1/01/17;11645a57d3a1d507;temporary;Others;30
1/01/17;de1994d393ef525a;temporary;Others;30
1/01/17;66fdcb391ed58d3d;temporary;Others;30
1/01/17;c118b149223ba711;temporary;Others;30
1/01/17;807c5037e6993f2c;temporary;Others;30
1/01/17;07bba1a59af78f2d;temporary;Rice;30
1/01/17;351174f21316c2f0;temporary;Corn;30
1/01/17;d6f1f98b1745e004;temporary;Rice;30
1/01/17;051e9cc7d7636816;temporary;Rice;30
1/01/17;c0019c9a4b4819f2;temporary;Corn;30
1/01/17;b4bb04d2a6472ea0;temporary;Cassava;30
1/01/17;857b720c7c979ae1;temporary;Rice;30
1/01/17;857b720c7c979ae1;temporary;Corn;30
1/01/17;60982e0f7928740a;temporary;Beans;30
1/01/17;782568ced6ad8838;permanent;Cocoa;30
1/01/17;be4424aa54f8d2ae;permanent;Cocoa;30
1/01/17;20e241460ce4140d;permanent;Açaí;30
1/01/17;fda49275fbf5caf6;permanent;Cocoa;30
1/01/17;3cf541a13002d37b;permanent;Açaí;30
1/01/17;5b6072f8f6d37acc;permanent;Açaí;30
1/01/17;a4d1e1ff1bc3b830;permanent;Açaí;30
1/01/17;c0019c9a4b4819f2;permanent;Cocoa;30
1/01/17;5b6072f8f6d37acc;permanent;Cocoa;30
1/01/17;1bd7145ed1da044a;permanent;Açaí;31
1/01/17;cb23149538de1c42;temporary;Beans;32
1/01/17;41e0f8ccfe523e0d;temporary;Rice;32
1/01/17;7926ffd2861f8dbc;temporary;Beans;32
1/01/17;782568ced6ad8838;permanent;Others;33
1/01/17;8910840651ee3971;temporary;Others;35
1/01/17;2ad055c7757d499d;temporary;Rice;35
1/01/17;2ad055c7757d499d;temporary;Beans;35
1/01/17;b4bb04d2a6472ea0;permanent;Others;35
1/01/17;ab984377b2dc0284;permanent;Cocoa;35
1/01/17;df19203419d2ea64;temporary;Others;36
1/01/17;855f882ce507aba5;temporary;Beans;37
1/01/17;a18af8fbae254d86;permanent;Others;37
1/01/17;cb23149538de1c42;temporary;Rice;38
1/01/17;205ccde9be499e17;temporary;Others;40
1/01/17;71975b563db10671;temporary;Cassava;40
1/01/17;de1994d393ef525a;temporary;Beans;40
1/01/17;617532f74ef8ed73;temporary;Corn;40
1/01/17;3cf541a13002d37b;temporary;Beans;40
1/01/17;74d75dde6dc4a5ec;temporary;Rice;40
1/01/17;9ce50fa197613de1;temporary;Corn;40
1/01/17;20e241460ce4140d;temporary;Cassava;40
1/01/17;841ef18dcb3dbc3e;temporary;Beans;40
1/01/17;56aa50429893f5ca;temporary;Corn;40
1/01/17;b0e4b4b27117562a;temporary;Rice;40
1/01/17;4de42e351006a2ae;permanent;Others;40
1/01/17;7926ffd2861f8dbc;permanent;Others;40
1/01/17;857b720c7c979ae1;permanent;Others;40
1/01/17;68f01d67ad163f32;permanent;Palm oil;40
1/01/17;062ce4c17e84291e;permanent;Açaí;40
1/01/17;5214b514b5b440be;permanent;Açaí;40
1/01/17;6471ede39ca61b39;permanent;Cocoa;40
1/01/17;5b6072f8f6d37acc;temporary;Beans;41
1/01/17;9ce50fa197613de1;temporary;Beans;42
1/01/17;878bd5338ba55697;temporary;Others;43
1/01/17;ae345f007f327b22;temporary;Others;43
1/01/17;b0e4b4b27117562a;temporary;Others;43
1/01/17;41e0f8ccfe523e0d;permanent;Açaí;43
1/01/17;7926ffd2861f8dbc;temporary;Others;45
1/01/17;2ad055c7757d499d;temporary;Corn;45
1/01/17;a1b03f0e4d79b4fe;temporary;Beans;45
1/01/17;cdc89121a4b9478b;permanent;Others;45
1/01/17;51db62cb09adc2e8;temporary;Others;46
1/01/17;351174f21316c2f0;temporary;Others;47
1/01/17;782568ced6ad8838;temporary;Beans;47
1/01/17;cead2cbd1f8f0b86;temporary;Others;48
1/01/17;18e37d24ff8517ef;permanent;Others;48
1/01/17;ec84c1e86735dc9b;temporary;Others;50
1/01/17;18e37d24ff8517ef;temporary;Others;50
1/01/17;18fb5197aa553b9c;temporary;Others;50
1/01/17;960b4f2c94a2fb2c;temporary;Corn;50
1/01/17;6cce2bf873870afc;temporary;Rice;50
1/01/17;6cce2bf873870afc;temporary;Beans;50
1/01/17;6cce2bf873870afc;temporary;Corn;50
1/01/17;5b6072f8f6d37acc;temporary;Rice;50
1/01/17;68f01d67ad163f32;temporary;Rice;50
1/01/17;df19203419d2ea64;temporary;Beans;50
1/01/17;7f076b180f941ec8;temporary;Beans;50
1/01/17;b4829f1e221d9778;temporary;Cassava;50
1/01/17;351bc0cbcce79ec9;temporary;Rice;50
1/01/17;114487007645c940;temporary;Corn;50
1/01/17;3a5d0e5eb1691b38;temporary;Corn;50
1/01/17;c129d0cd5f1afd51;temporary;Rice;50
1/01/17;c129d0cd5f1afd51;temporary;Corn;50
1/01/17;c0019c9a4b4819f2;temporary;Cassava;50
1/01/17;437130e27b6165ec;temporary;Rice;50
1/01/17;18fb5197aa553b9c;temporary;Beans;50
1/01/17;fae378a53734da72;temporary;Rice;50
1/01/17;cead2cbd1f8f0b86;temporary;Corn;50
1/01/17;a51be58f39d1d625;permanent;Others;50
1/01/17;c0019c9a4b4819f2;permanent;Others;50
1/01/17;3a8618990d23351f;permanent;Others;50
1/01/17;074590cfc1c41ebf;permanent;Açaí;50
1/01/17;c45d8ddba643c0d7;permanent;Açaí;50
1/01/17;4c4428f2e4550a5a;permanent;Açaí;50
1/01/17;588162e9cdf5d66d;permanent;Açaí;50
1/01/17;cead2cbd1f8f0b86;permanent;Açaí;50
1/01/17;b73e63cd3a2904c9;permanent;Others;52
1/01/17;783dbed4df67af9f;temporary;Others;53
1/01/17;855f882ce507aba5;temporary;Others;54
1/01/17;13804a196311e1ba;permanent;Açaí;54
1/01/17;b0e4b4b27117562a;temporary;Beans;55
1/01/17;480b0f80325080af;permanent;Cocoa;55
1/01/17;782568ced6ad8838;temporary;Cassava;57
1/01/17;a1b03f0e4d79b4fe;temporary;Others;60
1/01/17;ab984377b2dc0284;temporary;Beans;60
1/01/17;0dcbfaab30eb40c1;temporary;Rice;60
1/01/17;1096f26c5a236d0b;temporary;Cassava;60
1/01/17;40abcc3eff7bcf73;temporary;Rice;60
1/01/17;74d75dde6dc4a5ec;temporary;Beans;60
1/01/17;857b720c7c979ae1;temporary;Beans;60
1/01/17;841ef18dcb3dbc3e;temporary;Corn;60
1/01/17;56aa50429893f5ca;temporary;Beans;60
1/01/17;60982e0f7928740a;temporary;Corn;60
1/01/17;205ccde9be499e17;temporary;Rice;60
1/01/17;ad622472210b0b57;temporary;Rice;60
1/01/17;11645a57d3a1d507;permanent;Cocoa;60
1/01/17;20589298110cd872;permanent;Açaí;60
1/01/17;8a4ab531676691da;permanent;Açaí;60
1/01/17;351174f21316c2f0;permanent;Others;61
1/01/17;0307883b5d063703;permanent;Açaí;61
1/01/17;cb23149538de1c42;temporary;Others;63
1/01/17;50a2afbdc678a65f;temporary;Others;65
1/01/17;f67358b81451a8d1;temporary;Cassava;65
1/01/17;114487007645c940;permanent;Others;65
1/01/17;93656feaf53efbef;permanent;Palm oil;65
1/01/17;60982e0f7928740a;permanent;Others;67
1/01/17;782568ced6ad8838;temporary;Rice;68
1/01/17;85adcb13676b6172;temporary;Cassava;70
1/01/17;351bc0cbcce79ec9;temporary;Beans;70
1/01/17;e635f6b0f8a98808;temporary;Corn;70
1/01/17;70a4c62beba3c168;temporary;Beans;70
1/01/17;7e56bd83460aabc7;temporary;Rice;70
1/01/17;f4612b8b5a8223b5;temporary;Beans;70
1/01/17;50a2afbdc678a65f;temporary;Beans;70
1/01/17;a245de687a867003;temporary;Cassava;70
1/01/17;07ce2e79e19977e9;temporary;Cassava;70
1/01/17;7f076b180f941ec8;permanent;Others;70
1/01/17;51db62cb09adc2e8;permanent;Others;70
1/01/17;051e9cc7d7636816;permanent;Cocoa;70
1/01/17;4b530007d167bd54;permanent;Açaí;70
1/01/17;351174f21316c2f0;permanent;Cocoa;70
1/01/17;878bd5338ba55697;permanent;Açaí;70
1/01/17;3a5d0e5eb1691b38;permanent;Others;72
1/01/17;8ca7766621b0ffe9;permanent;Others;74
1/01/17;ab984377b2dc0284;temporary;Others;75
1/01/17;d6f1f98b1745e004;permanent;Açaí;75
1/01/17;60982e0f7928740a;permanent;Açaí;75
1/01/17;0307883b5d063703;permanent;Others;76
1/01/17;eac302b92f87d9ca;temporary;Others;79
1/01/17;9d8776ac0a78d908;permanent;Others;79
1/01/17;902f3a9003f7e637;temporary;Others;80
1/01/17;960b4f2c94a2fb2c;temporary;Beans;80
1/01/17;93656feaf53efbef;temporary;Beans;80
1/01/17;93656feaf53efbef;temporary;Corn;80
1/01/17;de1994d393ef525a;temporary;Rice;80
1/01/17;3a5d0e5eb1691b38;temporary;Beans;80
1/01/17;70a4c62beba3c168;temporary;Rice;80
1/01/17;5b6072f8f6d37acc;permanent;Others;80
1/01/17;ba4547c678a9a2e6;permanent;Açaí;80
1/01/17;70a4c62beba3c168;permanent;Cocoa;80
1/01/17;960b4f2c94a2fb2c;permanent;Cocoa;80
1/01/17;0dcbfaab30eb40c1;permanent;Açaí;80
1/01/17;df2cd1cbe849ebd0;permanent;Açaí;82
1/01/17;07ed828db19fe8ca;permanent;Others;83
1/01/17;b73e63cd3a2904c9;temporary;Beans;84
1/01/17;6f911ef231b0efa7;temporary;Others;85
1/01/17;e635f6b0f8a98808;temporary;Others;86
1/01/17;41e0f8ccfe523e0d;permanent;Others;89
1/01/17;b4829f1e221d9778;temporary;Others;90
1/01/17;13804a196311e1ba;temporary;Rice;90
1/01/17;051e9cc7d7636816;temporary;Cassava;90
1/01/17;3cf541a13002d37b;permanent;Others;90
1/01/17;2a6b10e6e68be90e;permanent;Cocoa;90
1/01/17;64a227aa24370b17;permanent;Cocoa;90
1/01/17;5e7093a1cd2a8779;permanent;Açaí;90
1/01/17;4c4428f2e4550a5a;temporary;Others;91
1/01/17;588162e9cdf5d66d;temporary;Beans;95
1/01/17;f3c2cc112eb0e6fe;permanent;Others;95
1/01/17;4de42e351006a2ae;temporary;Cassava;100
1/01/17;ab984377b2dc0284;temporary;Corn;100
1/01/17;8910840651ee3971;temporary;Rice;100
1/01/17;a4d1e1ff1bc3b830;temporary;Corn;100
1/01/17;ba23b66825fc1c91;temporary;Beans;100
1/01/17;480b0f80325080af;temporary;Rice;100
1/01/17;b4829f1e221d9778;temporary;Corn;100
1/01/17;764cd56389d50070;temporary;Beans;100
1/01/17;5214b514b5b440be;temporary;Beans;100
1/01/17;878bd5338ba55697;temporary;Beans;100
1/01/17;11b6622567f98f3b;temporary;Beans;100
1/01/17;03e477d4ede00e89;temporary;Beans;100
1/01/17;855f882ce507aba5;temporary;Corn;100
1/01/17;18e37d24ff8517ef;temporary;Cassava;100
1/01/17;18e37d24ff8517ef;temporary;Corn;100
1/01/17;3a8618990d23351f;temporary;Corn;100
1/01/17;07ed828db19fe8ca;temporary;Corn;100
1/01/17;351bc0cbcce79ec9;permanent;Cocoa;100
1/01/17;437130e27b6165ec;permanent;Açaí;100
1/01/17;18fb5197aa553b9c;permanent;Açaí;100
1/01/17;93656feaf53efbef;permanent;Açaí;100
1/01/17;41e0f8ccfe523e0d;permanent;Palm oil;100
1/01/17;d0f5f5b9fcecb0d8;permanent;Palm oil;100
1/01/17;60982e0f7928740a;permanent;Palm oil;100
1/01/17;437130e27b6165ec;permanent;Others;101
1/01/17;6471ede39ca61b39;temporary;Others;103
1/01/17;10973d6049af898b;temporary;Others;105
1/01/17;cead2cbd1f8f0b86;temporary;Rice;105
1/01/17;b73e63cd3a2904c9;temporary;Others;108
1/01/17;13804a196311e1ba;temporary;Others;110
1/01/17;4b530007d167bd54;temporary;Others;110
1/01/17;4b530007d167bd54;temporary;Beans;110
1/01/17;807c5037e6993f2c;temporary;Beans;110
1/01/17;7e56bd83460aabc7;permanent;Cocoa;111
1/01/17;0ea136556d12fc16;temporary;Others;114
1/01/17;505ceb6546aa8435;permanent;Others;115
1/01/17;0307883b5d063703;temporary;Cassava;116
1/01/17;f67358b81451a8d1;permanent;Açaí;116
1/01/17;77c880feff17c521;temporary;Others;117
1/01/17;351174f21316c2f0;temporary;Rice;118
1/01/17;07bba1a59af78f2d;temporary;Corn;120
1/01/17;7f076b180f941ec8;temporary;Rice;120
1/01/17;588162e9cdf5d66d;temporary;Cassava;120
1/01/17;44d800c11a5f3bfa;temporary;Corn;120
1/01/17;f4612b8b5a8223b5;temporary;Cassava;120
1/01/17;f3c2cc112eb0e6fe;temporary;Beans;120
1/01/17;164c8953d3af2bbe;temporary;Cassava;120
1/01/17;a454a6655aaaaaed;permanent;Açaí;120
1/01/17;44d800c11a5f3bfa;permanent;Cocoa;120
1/01/17;de1994d393ef525a;permanent;Cocoa;120
1/01/17;86d92d4b0a058014;temporary;Beans;125
1/01/17;20589298110cd872;temporary;Beans;125
1/01/17;855f882ce507aba5;temporary;Cassava;125
1/01/17;a1b03f0e4d79b4fe;temporary;Rice;125
1/01/17;a454a6655aaaaaed;permanent;Others;125
1/01/17;09791645137aa877;permanent;Others;125
1/01/17;764cd56389d50070;permanent;Others;126
1/01/17;e635f6b0f8a98808;temporary;Beans;127
1/01/17;ab984377b2dc0284;permanent;Açaí;128
1/01/17;70a4c62beba3c168;temporary;Others;130
1/01/17;71975b563db10671;temporary;Corn;130
1/01/17;b73e63cd3a2904c9;temporary;Corn;130
1/01/17;7e56bd83460aabc7;temporary;Others;132
1/01/17;be8a37473dc63db0;temporary;Others;134
1/01/17;0dcbfaab30eb40c1;temporary;Others;135
1/01/17;7b95e27ce402e6e5;permanent;Others;135
1/01/17;07bba1a59af78f2d;temporary;Beans;140
1/01/17;a1b03f0e4d79b4fe;temporary;Corn;140
1/01/17;0ea136556d12fc16;temporary;Rice;142
1/01/17;855f882ce507aba5;permanent;Others;143
1/01/17;80e8ffb027590a74;permanent;Açaí;146
1/01/17;8ef25b4985bc557a;temporary;Others;150
1/01/17;9bd4f108a319de42;temporary;Others;150
1/01/17;4c4428f2e4550a5a;temporary;Corn;150
1/01/17;13804a196311e1ba;temporary;Beans;150
1/01/17;68f01d67ad163f32;temporary;Corn;150
1/01/17;1d8a692643f9a15a;temporary;Corn;150
1/01/17;7b95e27ce402e6e5;temporary;Soy;150
1/01/17;d6ffd6d7dfe22d57;temporary;Rice;150
1/01/17;77c880feff17c521;temporary;Beans;150
1/01/17;07ed828db19fe8ca;temporary;Beans;150
1/01/17;205ccde9be499e17;temporary;Beans;150
1/01/17;cf96db4cc35ea025;permanent;Açaí;150
1/01/17;1bd7145ed1da044a;permanent;Cocoa;151
1/01/17;074590cfc1c41ebf;temporary;Others;153
1/01/17;746cc42bfb8f6b62;temporary;Rice;160
1/01/17;41e0f8ccfe523e0d;temporary;Beans;160
1/01/17;a4d1e1ff1bc3b830;permanent;Others;160
1/01/17;fda49275fbf5caf6;permanent;Açaí;160
1/01/17;74d75dde6dc4a5ec;permanent;Others;163
1/01/17;77c880feff17c521;permanent;Others;164
1/01/17;8e0eb10270d768f8;temporary;Beans;165
1/01/17;4b530007d167bd54;permanent;Others;169
1/01/17;773cbe24d8fc9fea;temporary;Cassava;170
1/01/17;3a8618990d23351f;temporary;Cassava;170
1/01/17;d42d0e216f57b2ae;temporary;Corn;171
1/01/17;ab984377b2dc0284;permanent;Others;173
1/01/17;0ea136556d12fc16;temporary;Beans;174
1/01/17;a1b03f0e4d79b4fe;permanent;Others;174
1/01/17;1bd7145ed1da044a;temporary;Beans;175
1/01/17;ab984377b2dc0284;temporary;Cassava;180
1/01/17;1d8a692643f9a15a;temporary;Beans;180
1/01/17;9ce50fa197613de1;temporary;Cassava;180
1/01/17;68f01d67ad163f32;permanent;Açaí;180
1/01/17;be4424aa54f8d2ae;permanent;Açaí;180
1/01/17;6471ede39ca61b39;permanent;Açaí;180
1/01/17;10973d6049af898b;permanent;Others;183
1/01/17;47564ef7b8c69829;temporary;Cassava;190
1/01/17;8910840651ee3971;permanent;Açaí;195
1/01/17;8910840651ee3971;temporary;Beans;200
1/01/17;a4d1e1ff1bc3b830;temporary;Beans;200
1/01/17;ba23b66825fc1c91;temporary;Rice;200
1/01/17;9bd4f108a319de42;temporary;Cassava;200
1/01/17;df2cd1cbe849ebd0;temporary;Corn;200
1/01/17;5214b514b5b440be;temporary;Rice;200
1/01/17;783dbed4df67af9f;temporary;Rice;200
1/01/17;f3c2cc112eb0e6fe;temporary;Corn;200
1/01/17;857b720c7c979ae1;temporary;Cassava;200
1/01/17;abcadd700f8948e3;temporary;Beans;200
1/01/17;2631530645ac2ec8;temporary;Beans;200
1/01/17;be4424aa54f8d2ae;temporary;Beans;200
1/01/17;be8a37473dc63db0;temporary;Beans;200
1/01/17;857b720c7c979ae1;permanent;Açaí;200
1/01/17;ba23b66825fc1c91;temporary;Others;202
1/01/17;807c5037e6993f2c;permanent;Others;205
1/01/17;ec84c1e86735dc9b;permanent;Palm oil;205
1/01/17;8ef25b4985bc557a;permanent;Cocoa;215
1/01/17;ec84c1e86735dc9b;permanent;Açaí;215
1/01/17;902f3a9003f7e637;temporary;Beans;220
1/01/17;2a6b10e6e68be90e;permanent;Açaí;220
1/01/17;64a227aa24370b17;permanent;Others;221
1/01/17;64a227aa24370b17;temporary;Cassava;222
1/01/17;617532f74ef8ed73;permanent;Others;225
1/01/17;74d75dde6dc4a5ec;temporary;Others;227
